diseaseId	diseaseName	drugId	drugName	type	mechanismOfAction	actionType	symbol	name	phase	status	source
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL803	CYTARABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD2	DNA polymerase delta 2, accessory subunit	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT03226418
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL803	CYTARABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLE3	DNA polymerase epsilon 3, accessory subunit	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT03226418
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL803	CYTARABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD4	DNA polymerase delta 4, accessory subunit	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT03226418
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL803	CYTARABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLE	DNA polymerase epsilon, catalytic subunit	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT03226418
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL803	CYTARABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLA2	DNA polymerase alpha 2, accessory subunit	2	Completed	https://clinicaltrials.gov/study/NCT01238211,https://clinicaltrials.gov/study/NCT02286726,https://clinicaltrials.gov/study/NCT02583893
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL803	CYTARABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD2	DNA polymerase delta 2, accessory subunit	2	Completed	https://clinicaltrials.gov/study/NCT02583893,https://clinicaltrials.gov/study/NCT01238211,https://clinicaltrials.gov/study/NCT02286726
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL803	CYTARABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD4	DNA polymerase delta 4, accessory subunit	2	Completed	https://clinicaltrials.gov/study/NCT02286726,https://clinicaltrials.gov/study/NCT02583893,https://clinicaltrials.gov/study/NCT01238211
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL803	CYTARABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD1	DNA polymerase delta 1, catalytic subunit	2	Recruiting	https://clinicaltrials.gov/study/NCT04214249,https://clinicaltrials.gov/study/NCT02115295
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL803	CYTARABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD3	DNA polymerase delta 3, accessory subunit	2	Recruiting	https://clinicaltrials.gov/study/NCT04214249,https://clinicaltrials.gov/study/NCT02115295
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL803	CYTARABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		PRIM2	DNA primase subunit 2	2	Recruiting	https://clinicaltrials.gov/study/NCT02115295,https://clinicaltrials.gov/study/NCT04214249
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL803	CYTARABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD4	DNA polymerase delta 4, accessory subunit	2	Recruiting	https://clinicaltrials.gov/study/NCT04214249,https://clinicaltrials.gov/study/NCT02115295
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL803	CYTARABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLE	DNA polymerase epsilon, catalytic subunit	2	Recruiting	https://clinicaltrials.gov/study/NCT02115295,https://clinicaltrials.gov/study/NCT04214249
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL803	CYTARABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLA2	DNA polymerase alpha 2, accessory subunit	2	Unknown status	https://clinicaltrials.gov/study/NCT00209833
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL803	CYTARABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD3	DNA polymerase delta 3, accessory subunit	2	Unknown status	https://clinicaltrials.gov/study/NCT00209833
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL803	CYTARABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLE2	DNA polymerase epsilon 2, accessory subunit	2	Unknown status	https://clinicaltrials.gov/study/NCT00209833
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL803	CYTARABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD2	DNA polymerase delta 2, accessory subunit	2	Unknown status	https://clinicaltrials.gov/study/NCT00209833
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL803	CYTARABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		PRIM2	DNA primase subunit 2	2	Unknown status	https://clinicaltrials.gov/study/NCT00209833
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL803	CYTARABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLE3	DNA polymerase epsilon 3, accessory subunit	2	Unknown status	https://clinicaltrials.gov/study/NCT00209833
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL803	CYTARABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD4	DNA polymerase delta 4, accessory subunit	2	Unknown status	https://clinicaltrials.gov/study/NCT00209833
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL803	CYTARABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		PRIM1	DNA primase subunit 1	2	Unknown status	https://clinicaltrials.gov/study/NCT00209833
MONDO_0019457	therapy related acute myeloid leukemia and myelodysplastic syndrome	CHEMBL848	LENALIDOMIDE	Small molecule	CRL4(CRBN) E3 ubiquitin ligase inhibitor		CRBN	cereblon	2	Completed	https://clinicaltrials.gov/study/NCT02126553
EFO_0000222	acute myeloid leukemia	CHEMBL101253	VATALANIB	Small molecule	Vascular endothelial growth factor receptor inhibitor		FLT4	fms related receptor tyrosine kinase 4	1	Completed	https://clinicaltrials.gov/study/NCT00088231
EFO_0000222	acute myeloid leukemia	CHEMBL101253	VATALANIB	Small molecule	Platelet-derived growth factor receptor inhibitor		PDGFRA	platelet derived growth factor receptor alpha	1	Completed	https://clinicaltrials.gov/study/NCT00088231
EFO_0000222	acute myeloid leukemia	CHEMBL101253	VATALANIB	Small molecule	Stem cell growth factor receptor inhibitor		KIT	KIT proto-oncogene, receptor tyrosine kinase	1	Completed	https://clinicaltrials.gov/study/NCT00088231
EFO_0000222	acute myeloid leukemia	CHEMBL1023	BEXAROTENE	Small molecule	Retinoid X receptor agonist		RXRG	retinoid X receptor gamma	1	Completed	https://clinicaltrials.gov/study/NCT00316030,https://clinicaltrials.gov/study/NCT01001143
EFO_0000222	acute myeloid leukemia	CHEMBL1023	BEXAROTENE	Small molecule	Retinoid X receptor agonist		RXRB	retinoid X receptor beta	1	Completed	https://clinicaltrials.gov/study/NCT01001143,https://clinicaltrials.gov/study/NCT00316030
EFO_0000222	acute myeloid leukemia	CHEMBL109	VALPROIC ACID	Small molecule	Succinate semialdehyde dehydrogenase inhibitor		ALDH5A1	aldehyde dehydrogenase 5 family member A1	1	Completed	https://clinicaltrials.gov/study/NCT01575691,https://clinicaltrials.gov/study/NCT00175812,https://clinicaltrials.gov/study/NCT00995332
EFO_0000222	acute myeloid leukemia	CHEMBL109	VALPROIC ACID	Small molecule	Succinate semialdehyde dehydrogenase inhibitor		ALDH5A1	aldehyde dehydrogenase 5 family member A1	1	Unknown status	https://clinicaltrials.gov/study/NCT01369368
EFO_0000222	acute myeloid leukemia	CHEMBL502835	NINTEDANIB	Small molecule	Vascular endothelial growth factor receptor inhibitor		FLT4	fms related receptor tyrosine kinase 4	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT03513484
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD1	DNA polymerase delta 1, catalytic subunit	1	Completed	https://clinicaltrials.gov/study/NCT02649764,https://clinicaltrials.gov/study/NCT02960646,https://clinicaltrials.gov/study/NCT00303667,https://clinicaltrials.gov/study/NCT02799147,https://clinicaltrials.gov/study/NCT01787474
EFO_0000222	acute myeloid leukemia	CHEMBL502835	NINTEDANIB	Small molecule	Fibroblast growth factor receptor inhibitor		FGFR3	fibroblast growth factor receptor 3	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT03513484
EFO_0000222	acute myeloid leukemia	CHEMBL502835	NINTEDANIB	Small molecule	Fibroblast growth factor receptor inhibitor		FGFR2	fibroblast growth factor receptor 2	1	Unknown status	https://clinicaltrials.gov/study/NCT01488344
EFO_0000222	acute myeloid leukemia	CHEMBL502835	NINTEDANIB	Small molecule	Fibroblast growth factor receptor inhibitor		FGFR3	fibroblast growth factor receptor 3	1	Unknown status	https://clinicaltrials.gov/study/NCT01488344
EFO_0000222	acute myeloid leukemia	CHEMBL502835	NINTEDANIB	Small molecule	Fibroblast growth factor receptor inhibitor		FGFR1	fibroblast growth factor receptor 1	1	Unknown status	https://clinicaltrials.gov/study/NCT01488344
EFO_0000222	acute myeloid leukemia	CHEMBL502835	NINTEDANIB	Small molecule	Vascular endothelial growth factor receptor inhibitor		KDR	kinase insert domain receptor	1	Unknown status	https://clinicaltrials.gov/study/NCT01488344
EFO_0000222	acute myeloid leukemia	CHEMBL502835	NINTEDANIB	Small molecule	Fibroblast growth factor receptor inhibitor		FGFR4	fibroblast growth factor receptor 4	1	Unknown status	https://clinicaltrials.gov/study/NCT01488344
EFO_0000222	acute myeloid leukemia	CHEMBL5095030	MOTIXAFORTIDE	Protein	C-X-C chemokine receptor type 4 antagonist		CXCR4	C-X-C motif chemokine receptor 4	1	Terminated	https://clinicaltrials.gov/study/NCT03154827
EFO_0000222	acute myeloid leukemia	CHEMBL5095034	SOVLEPLENIB	Small molecule	Tyrosine-protein kinase SYK inhibitor		SYK	spleen associated tyrosine kinase	1	Terminated	https://clinicaltrials.gov/study/NCT03483948
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD3	DNA polymerase delta 3, accessory subunit	1	Completed	https://clinicaltrials.gov/study/NCT02799147,https://clinicaltrials.gov/study/NCT02960646,https://clinicaltrials.gov/study/NCT01787474,https://clinicaltrials.gov/study/NCT00303667,https://clinicaltrials.gov/study/NCT02649764
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD2	DNA polymerase delta 2, accessory subunit	1	Completed	https://clinicaltrials.gov/study/NCT02649764,https://clinicaltrials.gov/study/NCT02799147,https://clinicaltrials.gov/study/NCT02960646,https://clinicaltrials.gov/study/NCT00303667,https://clinicaltrials.gov/study/NCT01787474
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	Ribonucleoside-diphosphate reductase RR1 inhibitor		RRM1	ribonucleotide reductase catalytic subunit M1	1	Completed	https://clinicaltrials.gov/study/NCT02960646,https://clinicaltrials.gov/study/NCT00303667,https://clinicaltrials.gov/study/NCT02649764,https://clinicaltrials.gov/study/NCT02799147,https://clinicaltrials.gov/study/NCT01787474
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		PRIM1	DNA primase subunit 1	1	Completed	https://clinicaltrials.gov/study/NCT00303667,https://clinicaltrials.gov/study/NCT02799147,https://clinicaltrials.gov/study/NCT01787474,https://clinicaltrials.gov/study/NCT02960646,https://clinicaltrials.gov/study/NCT02649764
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLA2	DNA polymerase alpha 2, accessory subunit	1	Terminated	https://clinicaltrials.gov/study/NCT01701323,https://clinicaltrials.gov/study/NCT01640301,https://clinicaltrials.gov/study/NCT02057770
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD1	DNA polymerase delta 1, catalytic subunit	1	Terminated	https://clinicaltrials.gov/study/NCT02057770,https://clinicaltrials.gov/study/NCT01640301,https://clinicaltrials.gov/study/NCT01701323
EFO_0000222	acute myeloid leukemia	CHEMBL522892	DOVITINIB	Small molecule	Platelet-derived growth factor receptor inhibitor		PDGFRB	platelet derived growth factor receptor beta	1	Terminated	https://clinicaltrials.gov/study/NCT00279773
EFO_0000222	acute myeloid leukemia	CHEMBL522892	DOVITINIB	Small molecule	Tyrosine-protein kinase receptor FLT3 inhibitor		FLT3	fms related receptor tyrosine kinase 3	1	Terminated	https://clinicaltrials.gov/study/NCT00279773
EFO_0000222	acute myeloid leukemia	CHEMBL522892	DOVITINIB	Small molecule	Stem cell growth factor receptor inhibitor		KIT	KIT proto-oncogene, receptor tyrosine kinase	1	Terminated	https://clinicaltrials.gov/study/NCT00279773
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD3	DNA polymerase delta 3, accessory subunit	1	Terminated	https://clinicaltrials.gov/study/NCT01701323,https://clinicaltrials.gov/study/NCT02057770,https://clinicaltrials.gov/study/NCT01640301
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLE2	DNA polymerase epsilon 2, accessory subunit	1	Terminated	https://clinicaltrials.gov/study/NCT02057770,https://clinicaltrials.gov/study/NCT01640301,https://clinicaltrials.gov/study/NCT01701323
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLA1	DNA polymerase alpha 1, catalytic subunit	1	Terminated	https://clinicaltrials.gov/study/NCT01701323,https://clinicaltrials.gov/study/NCT02057770,https://clinicaltrials.gov/study/NCT01640301
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLE3	DNA polymerase epsilon 3, accessory subunit	1	Terminated	https://clinicaltrials.gov/study/NCT02057770,https://clinicaltrials.gov/study/NCT01701323,https://clinicaltrials.gov/study/NCT01640301
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	Ribonucleoside-diphosphate reductase RR1 inhibitor		RRM1	ribonucleotide reductase catalytic subunit M1	1	Terminated	https://clinicaltrials.gov/study/NCT01701323,https://clinicaltrials.gov/study/NCT01640301,https://clinicaltrials.gov/study/NCT02057770
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD4	DNA polymerase delta 4, accessory subunit	1	Terminated	https://clinicaltrials.gov/study/NCT01701323,https://clinicaltrials.gov/study/NCT01640301,https://clinicaltrials.gov/study/NCT02057770
EFO_0000222	acute myeloid leukemia	CHEMBL5314406	4SC-203	Small molecule	Vascular endothelial growth factor receptor inhibitor		FLT4	fms related receptor tyrosine kinase 4	1	Completed	https://clinicaltrials.gov/study/NCT01054937
EFO_0000222	acute myeloid leukemia	CHEMBL5314406	4SC-203	Small molecule	Vascular endothelial growth factor receptor inhibitor		FLT1	fms related receptor tyrosine kinase 1	1	Completed	https://clinicaltrials.gov/study/NCT01054937
EFO_0000222	acute myeloid leukemia	CHEMBL5314406	4SC-203	Small molecule	Tyrosine-protein kinase receptor FLT3 inhibitor		FLT3	fms related receptor tyrosine kinase 3	1	Completed	https://clinicaltrials.gov/study/NCT01054937
EFO_0000222	acute myeloid leukemia	CHEMBL5314406	4SC-203	Small molecule	Vascular endothelial growth factor receptor inhibitor		KDR	kinase insert domain receptor	1	Completed	https://clinicaltrials.gov/study/NCT01054937
EFO_0000222	acute myeloid leukemia	CHEMBL53463	DOXORUBICIN	Small molecule	DNA topoisomerase II alpha inhibitor		TOP2A	DNA topoisomerase II alpha	1	Completed	https://clinicaltrials.gov/study/NCT02779283
EFO_0000222	acute myeloid leukemia	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLE	DNA polymerase epsilon, catalytic subunit	1	Terminated	https://clinicaltrials.gov/study/NCT01701323,https://clinicaltrials.gov/study/NCT02057770,https://clinicaltrials.gov/study/NCT01640301
EFO_0000222	acute myeloid leukemia	CHEMBL535	SUNITINIB	Small molecule	Vascular endothelial growth factor receptor inhibitor		FLT4	fms related receptor tyrosine kinase 4	1	Completed	https://clinicaltrials.gov/study/NCT00783653,https://clinicaltrials.gov/study/NCT02779283
EFO_0000222	acute myeloid leukemia	CHEMBL535	SUNITINIB	Small molecule	Tyrosine-protein kinase receptor FLT3 inhibitor		FLT3	fms related receptor tyrosine kinase 3	1	Completed	https://clinicaltrials.gov/study/NCT02779283,https://clinicaltrials.gov/study/NCT00783653
EFO_0000222	acute myeloid leukemia	CHEMBL535	SUNITINIB	Small molecule	Vascular endothelial growth factor receptor inhibitor		KDR	kinase insert domain receptor	1	Completed	https://clinicaltrials.gov/study/NCT02779283,https://clinicaltrials.gov/study/NCT00783653
EFO_0000222	acute myeloid leukemia	CHEMBL535	SUNITINIB	Small molecule	Platelet-derived growth factor receptor inhibitor		PDGFRA	platelet derived growth factor receptor alpha	1	Completed	https://clinicaltrials.gov/study/NCT02779283,https://clinicaltrials.gov/study/NCT00783653
EFO_0000222	acute myeloid leukemia	CHEMBL535	SUNITINIB	Small molecule	Macrophage colony stimulating factor receptor inhibitor		CSF1R	colony stimulating factor 1 receptor	1	Completed	https://clinicaltrials.gov/study/NCT02779283,https://clinicaltrials.gov/study/NCT00783653
EFO_0000222	acute myeloid leukemia	CHEMBL547	ISOTRETINOIN	Small molecule	Retinoic acid receptor agonist		RARB	retinoic acid receptor beta	1	Completed	https://clinicaltrials.gov/study/NCT01020539
EFO_0000222	acute myeloid leukemia	CHEMBL571209	INDOXIMOD	Small molecule	mTORC1 activator		RPTOR	regulatory associated protein of MTOR complex 1	1	Completed	https://clinicaltrials.gov/study/NCT02835729
EFO_0000222	acute myeloid leukemia	CHEMBL571209	INDOXIMOD	Small molecule	mTORC1 activator		MTOR	mechanistic target of rapamycin kinase	1	Completed	https://clinicaltrials.gov/study/NCT02835729
EFO_0000222	acute myeloid leukemia	CHEMBL571546	TIRBANIBULIN	Small molecule	Tyrosine-protein kinase SRC inhibitor		SRC	SRC proto-oncogene, non-receptor tyrosine kinase	1	Completed	https://clinicaltrials.gov/study/NCT01397799
EFO_0000222	acute myeloid leukemia	CHEMBL576982	QUIZARTINIB	Small molecule	Stem cell growth factor receptor inhibitor		KIT	KIT proto-oncogene, receptor tyrosine kinase	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT04112589
EFO_0000222	acute myeloid leukemia	CHEMBL576982	QUIZARTINIB	Small molecule	Tyrosine-protein kinase receptor RET inhibitor		RET	ret proto-oncogene	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT04112589
EFO_0000222	acute myeloid leukemia	CHEMBL576982	QUIZARTINIB	Small molecule	Macrophage colony stimulating factor receptor inhibitor		CSF1R	colony stimulating factor 1 receptor	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT04112589
EFO_0000222	acute myeloid leukemia	CHEMBL576982	QUIZARTINIB	Small molecule	Tyrosine-protein kinase receptor FLT3 inhibitor		FLT3	fms related receptor tyrosine kinase 3	1	Completed	https://clinicaltrials.gov/study/NCT01236144,https://clinicaltrials.gov/study/NCT02834390,https://clinicaltrials.gov/study/NCT00462761,https://clinicaltrials.gov/study/NCT03723681,https://clinicaltrials.gov/study/NCT01468467,https://clinicaltrials.gov/study/NCT03735875,https://clinicaltrials.gov/study/NCT01390337,https://clinicaltrials.gov/study/NCT02675478,https://clinicaltrials.gov/study/NCT01411267
EFO_0000222	acute myeloid leukemia	CHEMBL576982	QUIZARTINIB	Small molecule	Tyrosine-protein kinase receptor RET inhibitor		RET	ret proto-oncogene	1	Completed	https://clinicaltrials.gov/study/NCT02675478,https://clinicaltrials.gov/study/NCT01390337,https://clinicaltrials.gov/study/NCT01411267,https://clinicaltrials.gov/study/NCT01236144,https://clinicaltrials.gov/study/NCT02834390,https://clinicaltrials.gov/study/NCT00462761,https://clinicaltrials.gov/study/NCT01468467,https://clinicaltrials.gov/study/NCT03735875,https://clinicaltrials.gov/study/NCT03723681
EFO_0000222	acute myeloid leukemia	CHEMBL576982	QUIZARTINIB	Small molecule	Platelet-derived growth factor receptor inhibitor		PDGFRB	platelet derived growth factor receptor beta	1	Recruiting	https://clinicaltrials.gov/study/NCT04687761,https://clinicaltrials.gov/study/NCT03661307,https://clinicaltrials.gov/study/NCT03793478,https://clinicaltrials.gov/study/NCT04128748
EFO_0000222	acute myeloid leukemia	CHEMBL576982	QUIZARTINIB	Small molecule	Stem cell growth factor receptor inhibitor		KIT	KIT proto-oncogene, receptor tyrosine kinase	1	Recruiting	https://clinicaltrials.gov/study/NCT03793478,https://clinicaltrials.gov/study/NCT04128748,https://clinicaltrials.gov/study/NCT04687761,https://clinicaltrials.gov/study/NCT03661307
EFO_0000222	acute myeloid leukemia	CHEMBL576982	QUIZARTINIB	Small molecule	Macrophage colony stimulating factor receptor inhibitor		CSF1R	colony stimulating factor 1 receptor	1	Recruiting	https://clinicaltrials.gov/study/NCT04128748,https://clinicaltrials.gov/study/NCT04687761,https://clinicaltrials.gov/study/NCT03661307,https://clinicaltrials.gov/study/NCT03793478
EFO_0000222	acute myeloid leukemia	CHEMBL576982	QUIZARTINIB	Small molecule	Platelet-derived growth factor receptor inhibitor		PDGFRB	platelet derived growth factor receptor beta	1	Terminated	https://clinicaltrials.gov/study/NCT03552029
EFO_0000222	acute myeloid leukemia	CHEMBL1117	IDARUBICIN	Small molecule	DNA topoisomerase II alpha inhibitor		TOP2A	DNA topoisomerase II alpha	1	Completed	https://clinicaltrials.gov/study/NCT01779843,https://clinicaltrials.gov/study/NCT00878722,https://clinicaltrials.gov/study/NCT00382954,https://clinicaltrials.gov/study/NCT02626338,https://clinicaltrials.gov/study/NCT03661515,https://clinicaltrials.gov/study/NCT02400281,https://clinicaltrials.gov/study/NCT01435343,https://clinicaltrials.gov/study/NCT01773408,https://clinicaltrials.gov/study/NCT00542971,https://clinicaltrials.gov/study/NCT02835729,https://clinicaltrials.gov/study/NCT02834390,https://clinicaltrials.gov/study/NCT00831766,https://clinicaltrials.gov/study/NCT02779283,https://clinicaltrials.gov/study/NCT02464657,https://clinicaltrials.gov/study/NCT02306291,https://clinicaltrials.gov/study/NCT02236013,https://clinicaltrials.gov/study/NCT02046122,https://clinicaltrials.gov/study/NCT03194932
EFO_0000222	acute myeloid leukemia	CHEMBL1117	IDARUBICIN	Small molecule	DNA topoisomerase II alpha inhibitor		TOP2A	DNA topoisomerase II alpha	1	Recruiting	https://clinicaltrials.gov/study/NCT05453903,https://clinicaltrials.gov/study/NCT03214562
EFO_0000222	acute myeloid leukemia	CHEMBL1117	IDARUBICIN	Small molecule	DNA topoisomerase II alpha inhibitor		TOP2A	DNA topoisomerase II alpha	1	Unknown status	https://clinicaltrials.gov/study/NCT01534702
EFO_0000222	acute myeloid leukemia	CHEMBL112	ACETAMINOPHEN	Small molecule	Cyclooxygenase inhibitor		PTGS2	prostaglandin-endoperoxide synthase 2	1	Completed	https://clinicaltrials.gov/study/NCT04580121
EFO_0000222	acute myeloid leukemia	CHEMBL112	ACETAMINOPHEN	Small molecule	Cyclooxygenase inhibitor		PTGS1	prostaglandin-endoperoxide synthase 1	1	Completed	https://clinicaltrials.gov/study/NCT04580121
EFO_0000222	acute myeloid leukemia	CHEMBL1171837	PONATINIB	Small molecule	Bcr/Abl fusion protein inhibitor		BCR	BCR activator of RhoGEF and GTPase	1	Completed	https://clinicaltrials.gov/study/NCT02779283
EFO_0000222	acute myeloid leukemia	CHEMBL58	MITOXANTRONE	Small molecule	DNA topoisomerase II alpha inhibitor		TOP2A	DNA topoisomerase II alpha	1	Completed	https://clinicaltrials.gov/study/NCT03441048,https://clinicaltrials.gov/study/NCT01249430,https://clinicaltrials.gov/study/NCT01768897,https://clinicaltrials.gov/study/NCT03531918,https://clinicaltrials.gov/study/NCT01830777,https://clinicaltrials.gov/study/NCT02573363,https://clinicaltrials.gov/study/NCT03563560,https://clinicaltrials.gov/study/NCT00512252,https://clinicaltrials.gov/study/NCT02306291,https://clinicaltrials.gov/study/NCT02070458,https://clinicaltrials.gov/study/NCT00016016,https://clinicaltrials.gov/study/NCT01729845,https://clinicaltrials.gov/study/NCT02921061,https://clinicaltrials.gov/study/NCT01681537,https://clinicaltrials.gov/study/NCT02626338,https://clinicaltrials.gov/study/NCT00780104,https://clinicaltrials.gov/study/NCT00906945,https://clinicaltrials.gov/study/NCT02400281
EFO_0000222	acute myeloid leukemia	CHEMBL58	MITOXANTRONE	Small molecule	DNA topoisomerase II alpha inhibitor		TOP2A	DNA topoisomerase II alpha	1	Not yet recruiting	https://clinicaltrials.gov/study/NCT05100303,https://clinicaltrials.gov/study/NCT06007911
EFO_0000222	acute myeloid leukemia	CHEMBL58	MITOXANTRONE	Small molecule	DNA topoisomerase II alpha inhibitor		TOP2A	DNA topoisomerase II alpha	1	Recruiting	https://clinicaltrials.gov/study/NCT05522192
EFO_0000222	acute myeloid leukemia	CHEMBL58	MITOXANTRONE	Small molecule	DNA topoisomerase II alpha inhibitor		TOP2A	DNA topoisomerase II alpha	1	Terminated	https://clinicaltrials.gov/study/NCT05345938,https://clinicaltrials.gov/study/NCT01027923,https://clinicaltrials.gov/study/NCT04196010,https://clinicaltrials.gov/study/NCT02631252,https://clinicaltrials.gov/study/NCT00660036
EFO_0000222	acute myeloid leukemia	CHEMBL1171837	PONATINIB	Small molecule	Bcr/Abl fusion protein inhibitor		BCR	BCR activator of RhoGEF and GTPase	1	Withdrawn	https://clinicaltrials.gov/study/NCT02829840
EFO_0000222	acute myeloid leukemia	CHEMBL58	MITOXANTRONE	Small molecule	DNA topoisomerase II alpha inhibitor		TOP2A	DNA topoisomerase II alpha	1	Withdrawn	https://clinicaltrials.gov/study/NCT05330377
EFO_0000222	acute myeloid leukemia	CHEMBL1200485	SORAFENIB TOSYLATE	Small molecule	Platelet-derived growth factor receptor beta inhibitor		PDGFRB	platelet derived growth factor receptor beta	1	Completed	https://clinicaltrials.gov/study/NCT02779283,https://clinicaltrials.gov/study/NCT01578109
EFO_0000222	acute myeloid leukemia	CHEMBL1200485	SORAFENIB TOSYLATE	Small molecule	Serine/threonine-protein kinase RAF inhibitor		RAF1	Raf-1 proto-oncogene, serine/threonine kinase	1	Completed	https://clinicaltrials.gov/study/NCT01578109,https://clinicaltrials.gov/study/NCT02779283
